# Transmissão óptica do Rubin: três espelhos e três lentes
# Rubin Observatory throughputs, release 1.9
# Source: https://github.com/lsst/throughputs/tree/main/baseline
# Produto de m1.dat, m2.dat, m3.dat, lens1.dat, lens2.dat e lens3.dat.
# Não inclui filtro, atmosfera ou detector. Valores reamostrados em passos de 1 nm.
# wavelength_nm,throughput
752.0,0.723994908
753.0,0.723950081
754.0,0.724117717
755.0,0.724049499
756.0,0.724253670
757.0,0.724530852
758.0,0.724667554
759.0,0.724716609
760.0,0.725024036
761.0,0.724918944
762.0,0.724961639
763.0,0.724843201
764.0,0.724835190
765.0,0.724738837
766.0,0.724745454
767.0,0.724700682
768.0,0.724780950
769.0,0.724661827
770.0,0.724836219
771.0,0.725079099
772.0,0.725300447
773.0,0.725678732
774.0,0.725929720
775.0,0.726202410
776.0,0.726266483
777.0,0.726316763
778.0,0.726190844
779.0,0.726315604
780.0,0.726403336
781.0,0.726336518
782.0,0.726431681
783.0,0.726364854
784.0,0.726401139
785.0,0.726422745
786.0,0.726400126
787.0,0.726561859
788.0,0.726495004
789.0,0.726605035
790.0,0.726545643
791.0,0.726530471
792.0,0.726589068
793.0,0.726654858
794.0,0.726683895
795.0,0.726801637
796.0,0.726793885
797.0,0.726867141
798.0,0.726785852
799.0,0.726800204
800.0,0.727109543
801.0,0.727006111
802.0,0.727138526
803.0,0.727256283
804.0,0.727152831
805.0,0.727204220
806.0,0.727329457
807.0,0.727203874
808.0,0.727329104
809.0,0.727343731
810.0,0.727336199
811.0,0.727505692
812.0,0.727549893
813.0,0.727741817
814.0,0.727623662
815.0,0.727741712
816.0,0.727881937
817.0,0.727933644
818.0,0.727911448
819.0,0.727992745
820.0,0.728206883
821.0,0.728059344
822.0,0.728295637
823.0,0.728450893
824.0,0.728340383
825.0,0.728407058
826.0,0.728554845
827.0,0.728621534
828.0,0.728673546
829.0,0.728703408
830.0,0.728792259
831.0,0.728866435
832.0,0.729214051
833.0,0.729074101
834.0,0.729163964
835.0,0.729151018
836.0,0.729054440
837.0,0.729001613
838.0,0.728673475
839.0,0.728621302
840.0,0.728489115
841.0,0.728314698
842.0,0.728206433
843.0,0.727995016
844.0,0.727929342
845.0,0.727722990
846.0,0.728055947
847.0,0.728410419
848.0,0.728756157
849.0,0.729243865
850.0,0.729429750
851.0,0.729400342
852.0,0.729209345
853.0,0.729019794
854.0,0.729035653
855.0,0.728932284
856.0,0.729066668
857.0,0.729606387
858.0,0.729760628
859.0,0.730219565
860.0,0.730539127
861.0,0.730472769
862.0,0.730414604
863.0,0.730424671
864.0,0.730019072
865.0,0.730196615
866.0,0.730405270
867.0,0.730657663
868.0,0.731234021
869.0,0.731473299
870.0,0.731692167
871.0,0.731367599
872.0,0.730556643
873.0,0.729836275
874.0,0.729273288
875.0,0.728616636
876.0,0.728636052
877.0,0.728941946
878.0,0.728972400
879.0,0.729156151
880.0,0.729370539
881.0,0.729988882
882.0,0.730670200
883.0,0.731350597
884.0,0.732091572
885.0,0.732744898
886.0,0.733734596
887.0,0.734453959
888.0,0.735428759
889.0,0.736436769
890.0,0.736820777
891.0,0.736567452
892.0,0.736046906
893.0,0.734636161
894.0,0.733921374
895.0,0.733042354
896.0,0.734248854
897.0,0.735738150
898.0,0.736957249
899.0,0.738606691
900.0,0.739572596
901.0,0.739148778
902.0,0.738772484
903.0,0.737906811
904.0,0.737259289
905.0,0.736694450
906.0,0.736476202
907.0,0.736301500
908.0,0.736184882
909.0,0.735926001
910.0,0.735785901
911.0,0.735840073
912.0,0.735886556
913.0,0.736021664
914.0,0.736179844
915.0,0.736189101
916.0,0.736065554
917.0,0.736033114
918.0,0.735756869
919.0,0.735765713
920.0,0.735559467
921.0,0.735676006
922.0,0.734888081
923.0,0.734530854
924.0,0.734136900
925.0,0.733695217
926.0,0.732342803
927.0,0.730964206
928.0,0.729694087
929.0,0.728275384
930.0,0.726849982
931.0,0.724629767
932.0,0.721855478
933.0,0.719412749
934.0,0.716898304
935.0,0.714296546
936.0,0.712727922
937.0,0.710780657
938.0,0.709010305
939.0,0.707287776
940.0,0.705646575
941.0,0.705939419
942.0,0.706532760
943.0,0.706971288
944.0,0.707603181
945.0,0.708346807
946.0,0.709832320
947.0,0.711454164
948.0,0.713372472
949.0,0.714992657
950.0,0.716640359
951.0,0.718314625
952.0,0.719649275
953.0,0.721281636
954.0,0.722842927
955.0,0.724008631
956.0,0.725242917
957.0,0.726201077
958.0,0.727195373
959.0,0.728405023
960.0,0.729383175
961.0,0.730154217
962.0,0.731743199
963.0,0.731873143
964.0,0.732900484
965.0,0.733634562
966.0,0.734062787
967.0,0.734857311
968.0,0.735528665
969.0,0.735939829
970.0,0.736611983
971.0,0.736917406
972.0,0.736892316
973.0,0.737207404
974.0,0.737260761
975.0,0.737438341
976.0,0.737782361
977.0,0.738001184
978.0,0.738256552
979.0,0.738734068
980.0,0.738888394
981.0,0.739300159
982.0,0.739533644
983.0,0.739837409
984.0,0.740244645
985.0,0.740449606
986.0,0.740199301
987.0,0.740098284
988.0,0.739846349
989.0,0.739536748
990.0,0.739400017
991.0,0.739371100
992.0,0.739274413
993.0,0.739378626
994.0,0.739287748
995.0,0.739323181
996.0,0.739645971
997.0,0.739700675
998.0,0.739989066
999.0,0.740178294
1000.0,0.740187008
1001.0,0.740357039
1002.0,0.740228461
1003.0,0.740190353
1004.0,0.740182972
1005.0,0.740183464
1006.0,0.739680110
1007.0,0.739586573
1008.0,0.739304530
1009.0,0.738784769
1010.0,0.738758196
1011.0,0.738611290
1012.0,0.738934973
1013.0,0.739222459
1014.0,0.739149640
1015.0,0.739404434
1016.0,0.739484020
1017.0,0.739160947
1018.0,0.739316576
1019.0,0.739128668
1020.0,0.738963178
1021.0,0.739006490
1022.0,0.738908179
1023.0,0.738869479
1024.0,0.738831495
1025.0,0.738659805
1026.0,0.738365429
1027.0,0.738055229
1028.0,0.737646248
1029.0,0.737238655
1030.0,0.737062334
1031.0,0.736982076
1032.0,0.737013976
1033.0,0.737322310
1034.0,0.737271328
1035.0,0.737524422
1036.0,0.737387159
1037.0,0.737160858
1038.0,0.737047275
1039.0,0.736963268
1040.0,0.736566775
1041.0,0.736296758
1042.0,0.736145892
1043.0,0.735608450
1044.0,0.735369263
1045.0,0.735115683
1046.0,0.734458136
1047.0,0.734386081
1048.0,0.733859557
1049.0,0.733587301
1050.0,0.733619883
1051.0,0.733210952
1052.0,0.733238683
1053.0,0.733324800
1054.0,0.732825906
1055.0,0.733252263
1056.0,0.732827513
1057.0,0.732646750
1058.0,0.732717655
1059.0,0.732270667
1060.0,0.732171186
1061.0,0.732042375
1062.0,0.731588210
1063.0,0.731710382
1064.0,0.731411488
1065.0,0.730721209
1066.0,0.730990711
1067.0,0.730905895
1068.0,0.730636507
1069.0,0.730477782
1070.0,0.730274861
1071.0,0.730086552
1072.0,0.729824467
1073.0,0.729739248
1074.0,0.729374261
1075.0,0.729355304
1076.0,0.729027131
1077.0,0.728617911
1078.0,0.728620958
1079.0,0.728661278
1080.0,0.728002881
1081.0,0.727506950
1082.0,0.727067910
1083.0,0.726569411
1084.0,0.726208875
1085.0,0.725629996
1086.0,0.725347948
1087.0,0.725321518
1088.0,0.724738024
1089.0,0.724586234
1090.0,0.724493240
1091.0,0.723815136
1092.0,0.724101856
1093.0,0.723482376
1094.0,0.723243035
1095.0,0.723295433
1096.0,0.722610880
1097.0,0.722575632
1098.0,0.722387162
1099.0,0.827605517
1100.0,0.000000000
1101.0,0.000000000
1102.0,0.000000000
1103.0,0.000000000
1104.0,0.000000000
1105.0,0.000000000
1106.0,0.000000000
1107.0,0.000000000
1108.0,0.000000000
1109.0,0.000000000
1110.0,0.000000000
1111.0,0.000000000
1112.0,0.000000000
1113.0,0.000000000
1114.0,0.000000000
1115.0,0.000000000
1116.0,0.000000000
1117.0,0.000000000
1118.0,0.000000000
1119.0,0.000000000
1120.0,0.000000000
1121.0,0.000000000
1122.0,0.000000000
1123.0,0.000000000
1124.0,0.000000000
1125.0,0.000000000
1126.0,0.000000000
1127.0,0.000000000
1128.0,0.000000000
1129.0,0.000000000
1130.0,0.000000000
1131.0,0.000000000
1132.0,0.000000000
1133.0,0.000000000
1134.0,0.000000000
1135.0,0.000000000
1136.0,0.000000000
1137.0,0.000000000
1138.0,0.000000000
1139.0,0.000000000
1140.0,0.000000000
1141.0,0.000000000
1142.0,0.000000000
1143.0,0.000000000
1144.0,0.000000000
1145.0,0.000000000
1146.0,0.000000000
1147.0,0.000000000
1148.0,0.000000000
1149.0,0.000000000
1150.0,0.000000000
