# Vega (Alpha Lyrae), CALSPEC alpha_lyr_stis_012.fits
# Source: https://archive.stsci.edu/hlsps/reference-atlases/cdbs/current_calspec/alpha_lyr_stis_012.fits
# wavelength_nm,flux_W_m-2_nm-1
387.495532,7.467000351e-11
387.770483,6.865899849e-11
388.045435,6.095099980e-11
388.320386,5.210199827e-11
388.595337,4.242299845e-11
388.870313,3.511199997e-11
389.145264,3.616499988e-11
389.420215,4.398399867e-11
389.695166,5.324900076e-11
389.970142,6.160099986e-11
390.245093,6.889199877e-11
390.520044,7.489200371e-11
390.794995,7.963800286e-11
391.069971,8.293199905e-11
391.344922,8.460999901e-11
391.619873,8.616599878e-11
391.894849,8.765700166e-11
392.169800,8.834099674e-11
392.444751,8.885000291e-11
392.719727,8.862300227e-11
392.994678,8.665700157e-11
393.269629,8.210199631e-11
393.544604,8.121899597e-11
393.819556,8.514700056e-11
394.094507,8.655700157e-11
394.369482,8.567000442e-11
394.644434,8.398799878e-11
394.919409,8.185099709e-11
395.194360,7.889400244e-11
395.469312,7.478299757e-11
395.744287,6.937099783e-11
396.019238,6.262200092e-11
396.294214,5.461000097e-11
396.569165,4.555300137e-11
396.844141,3.664500037e-11
397.119092,3.365500101e-11
397.394043,3.894100153e-11
397.669019,4.783600183e-11
397.943970,5.630799826e-11
398.218945,6.379500039e-11
398.493897,6.984699930e-11
398.768872,7.443400118e-11
399.043823,7.827299697e-11
399.318799,8.116500361e-11
399.593750,8.280400365e-11
399.868726,8.422100350e-11
400.143677,8.524700057e-11
400.418652,8.596099832e-11
400.693603,8.654300387e-11
400.968555,8.708900268e-11
401.243530,8.725399958e-11
401.518481,8.721100286e-11
401.793457,8.769999837e-11
402.068408,8.765299597e-11
402.343384,8.741800173e-11
402.618335,8.717999656e-11
402.893310,8.701600329e-11
403.168262,8.719799993e-11
403.443237,8.729299950e-11
403.718188,8.749100111e-11
403.993164,8.713399779e-11
404.268115,8.651199757e-11
404.543066,8.603800339e-11
404.818042,8.589100098e-11
405.092993,8.583399769e-11
405.367969,8.544099650e-11
405.642920,8.491199743e-11
405.917895,8.419699604e-11
406.192847,8.330100165e-11
406.467798,8.289699593e-11
406.742773,8.245099714e-11
407.017725,8.130999873e-11
407.292700,8.026399989e-11
407.567651,7.916299616e-11
407.842627,7.755300402e-11
408.117578,7.555399861e-11
408.392529,7.262800139e-11
408.667505,6.865799929e-11
408.942456,6.374900163e-11
409.217407,5.762999855e-11
409.492383,5.043499840e-11
409.767334,4.218000171e-11
410.042285,3.480399968e-11
410.317236,3.306799945e-11
410.592236,3.835399998e-11
410.867188,4.576000023e-11
411.142139,5.305199835e-11
411.417090,5.930500091e-11
411.692041,6.432700150e-11
411.966992,6.836499811e-11
412.241943,7.155700033e-11
412.516895,7.382499945e-11
412.791895,7.512699796e-11
413.066846,7.641499877e-11
413.341797,7.768599986e-11
413.616748,7.904300325e-11
413.891699,7.968200322e-11
414.166650,8.020800024e-11
414.441602,8.016700193e-11
414.716553,8.054700018e-11
414.991504,8.060299983e-11
415.266455,8.067700286e-11
415.541406,8.065399904e-11
415.816357,8.093199888e-11
416.091357,8.082500003e-11
416.366309,8.023800291e-11
416.641260,8.031300069e-11
416.916211,8.026500353e-11
417.191162,7.980699657e-11
417.466113,7.931300061e-11
417.741064,7.920999856e-11
418.016016,7.936099777e-11
418.290967,7.956000303e-11
418.565918,7.974599647e-11
418.840869,7.972100313e-11
419.115772,7.958200321e-11
419.390723,7.940999858e-11
419.665674,7.910900379e-11
419.940625,7.891199694e-11
420.215576,7.879900288e-11
420.490527,7.858700357e-11
420.765478,7.876799657e-11
421.040430,7.873000030e-11
421.315381,7.835899929e-11
421.590332,7.806799651e-11
421.865283,7.802499979e-11
422.140186,7.798200308e-11
422.415137,7.757299691e-11
422.690088,7.690100112e-11
422.965039,7.695399873e-11
423.239990,7.654099576e-11
423.514893,7.651899558e-11
423.789844,7.694599624e-11
424.064795,7.687099846e-11
424.339746,7.652100287e-11
424.614697,7.618200293e-11
424.889600,7.603399688e-11
425.164551,7.574699978e-11
425.439502,7.571499872e-11
425.714404,7.574899819e-11
425.989355,7.560900350e-11
426.264307,7.536500313e-11
426.539258,7.515500222e-11
426.814160,7.502899635e-11
427.089111,7.451999906e-11
427.364014,7.422999992e-11
427.638965,7.419000081e-11
427.913916,7.379400202e-11
428.188818,7.364000076e-11
428.463770,7.352699782e-11
428.738672,7.335700047e-11
429.013623,7.261899970e-11
429.288574,7.210700037e-11
429.563477,7.159899784e-11
429.838428,7.088300169e-11
430.113330,6.974500089e-11
430.388281,6.945899855e-11
430.663184,6.915799933e-11
430.938135,6.843599909e-11
431.213037,6.757999937e-11
431.487939,6.612300041e-11
431.762891,6.483099835e-11
432.037793,6.302399935e-11
432.312744,6.062700120e-11
432.587647,5.718999940e-11
432.862549,5.257399849e-11
433.137500,4.840599921e-11
433.412402,4.290599875e-11
433.687305,3.632699919e-11
433.962256,3.046499941e-11
434.237158,2.951999978e-11
434.512061,3.418900052e-11
434.786963,4.037600032e-11
435.061914,4.587600078e-11
435.336816,5.073600207e-11
435.611719,5.502899914e-11
435.886621,5.848399987e-11
436.161523,6.099699856e-11
436.436475,6.262200092e-11
436.711377,6.399500041e-11
436.986279,6.496999827e-11
437.261182,6.610799907e-11
437.536084,6.674299780e-11
437.810986,6.727300050e-11
438.085889,6.761700089e-11
438.360791,6.707200129e-11
438.635693,6.697399968e-11
438.910596,6.751600168e-11
439.185498,6.782999940e-11
439.460400,6.775000116e-11
439.735303,6.780700001e-11
440.010205,6.804699915e-11
440.285107,6.815199960e-11
440.560010,6.824299792e-11
440.834912,6.854500079e-11
441.109766,6.853599910e-11
441.384668,6.833199784e-11
441.659570,6.794699914e-11
441.934473,6.783800188e-11
442.209375,6.820700005e-11
442.484228,6.838599909e-11
442.759131,6.823800192e-11
443.034033,6.806899933e-11
443.308887,6.813099862e-11
443.583789,6.786000206e-11
443.858691,6.766299965e-11
444.133545,6.756499804e-11
444.408447,6.706800004e-11
444.683350,6.697599808e-11
444.958203,6.702300048e-11
445.233105,6.706899924e-11
445.507959,6.678800180e-11
445.782861,6.654799822e-11
446.057715,6.639300221e-11
446.332617,6.630299865e-11
446.607471,6.609099934e-11
446.882373,6.563699806e-11
447.157227,6.529300212e-11
447.432080,6.536999830e-11
447.706982,6.517899998e-11
447.981836,6.433999999e-11
448.256689,6.302800060e-11
448.531592,6.423999999e-11
448.806445,6.501899907e-11
449.081299,6.485100013e-11
449.356152,6.479599968e-11
449.631006,6.505899819e-11
449.905908,6.497300031e-11
450.180762,6.455199930e-11
450.455615,6.456999824e-11
450.730469,6.452899992e-11
451.005322,6.443900080e-11
451.280176,6.443499956e-11
451.555029,6.421399856e-11
451.829883,6.393499952e-11
452.104736,6.360899807e-11
452.379590,6.322600221e-11
452.654443,6.336899894e-11
452.929297,6.336500213e-11
453.204150,6.342499859e-11
453.479004,6.291799970e-11
453.753809,6.306899891e-11
454.028662,6.334099911e-11
454.303516,6.310299838e-11
454.578369,6.279900155e-11
454.853174,6.220500115e-11
455.128027,6.147899967e-11
455.402881,6.181100076e-11
455.677685,6.168499933e-11
455.952539,6.165099986e-11
456.227393,6.196100077e-11
456.502197,6.186100077e-11
456.777051,6.176700040e-11
457.051855,6.174699863e-11
457.326709,6.143700215e-11
457.601514,6.138300090e-11
457.876367,6.163599853e-11
458.151172,6.142999887e-11
458.425977,6.076799952e-11
458.700830,6.087499838e-11
458.975635,6.090600024e-11
459.250439,6.100000061e-11
459.525293,6.106299910e-11
459.800098,6.083700210e-11
460.074902,6.107100159e-11
460.349707,6.108800132e-11
460.624512,6.080199899e-11
460.899316,6.034599931e-11
461.174170,6.050000056e-11
461.448975,6.064400093e-11
461.723779,6.023800125e-11
461.998584,6.005699937e-11
462.273389,6.011299902e-11
462.548193,6.022600196e-11
462.822998,5.992299990e-11
463.097754,5.963900040e-11
463.372559,5.946199977e-11
463.647363,5.957999871e-11
463.922168,5.960600014e-11
464.196973,5.950699933e-11
464.471728,5.936999781e-11
464.746533,5.916299894e-11
465.021338,5.923200153e-11
465.296094,5.906899858e-11
465.570898,5.897100142e-11
465.845703,5.876199971e-11
466.120459,5.873399989e-11
466.395264,5.859699836e-11
466.670020,5.840500084e-11
466.944824,5.845799844e-11
467.219580,5.847100137e-11
467.494385,5.841899853e-11
467.769141,5.834199790e-11
468.043897,5.821500171e-11
468.318701,5.802100134e-11
468.593457,5.798499902e-11
468.868213,5.785900203e-11
469.142969,5.786299884e-11
469.417725,5.776700007e-11
469.692529,5.751399801e-11
469.967285,5.737800013e-11
470.242041,5.734599906e-11
470.516797,5.728999941e-11
470.791553,5.723599816e-11
471.066309,5.716399798e-11
471.341065,5.690000027e-11
471.615820,5.658300051e-11
471.890527,5.656799917e-11
472.165283,5.660500069e-11
472.440039,5.629499977e-11
472.714795,5.640199863e-11
472.989551,5.625900190e-11
473.264258,5.614300136e-11
473.539014,5.601699993e-11
473.813770,5.579499973e-11
474.088477,5.575599982e-11
474.363232,5.575400142e-11
474.637940,5.559499971e-11
474.912695,5.542799997e-11
475.187402,5.534499969e-11
475.462158,5.514699808e-11
475.736865,5.516500146e-11
476.011572,5.512600154e-11
476.286328,5.499499967e-11
476.561035,5.465099928e-11
476.835742,5.463899999e-11
477.110449,5.458200114e-11
477.385205,5.448700158e-11
477.659912,5.438499873e-11
477.934619,5.426799898e-11
478.209326,5.427299943e-11
478.484033,5.391000091e-11
478.758740,5.361699973e-11
479.033447,5.339999998e-11
479.308154,5.320699881e-11
479.582861,5.314800156e-11
479.857520,5.306899808e-11
480.132227,5.278999904e-11
480.406934,5.249400026e-11
480.681641,5.234999989e-11
480.956299,5.203300013e-11
481.231006,5.181000073e-11
481.505713,5.145799786e-11
481.780371,5.115900148e-11
482.055078,5.087799959e-11
482.329736,5.048600205e-11
482.604443,4.990199809e-11
482.879102,4.958299993e-11
483.153809,4.918700114e-11
483.428467,4.844499912e-11
483.703125,4.772899853e-11
483.977783,4.621199867e-11
484.252490,4.477799909e-11
484.527148,4.292000089e-11
484.801807,4.038399837e-11
485.076465,3.761400080e-11
485.351123,3.434400098e-11
485.625781,3.049900110e-11
485.900440,2.629400031e-11
486.175098,2.343800043e-11
486.449756,2.494300100e-11
486.724414,2.876699989e-11
486.999072,3.256499959e-11
487.273682,3.568600082e-11
487.548340,3.845800123e-11
487.822998,4.082000071e-11
488.097607,4.286099919e-11
488.372266,4.439300039e-11
488.646924,4.551699906e-11
488.921533,4.621900196e-11
489.196191,4.682600085e-11
489.470801,4.748800020e-11
489.745410,4.796199882e-11
490.020068,4.832299894e-11
490.294678,4.859399994e-11
490.569287,4.883200067e-11
490.843945,4.872600101e-11
491.118555,4.887999783e-11
491.393164,4.892299899e-11
491.667773,4.899599837e-11
491.942383,4.875400084e-11
492.216992,4.863999870e-11
492.491602,4.849099788e-11
492.766211,4.893999872e-11
493.040820,4.912100060e-11
493.315430,4.909099793e-11
493.589990,4.893499828e-11
493.864600,4.906099971e-11
494.139209,4.889200156e-11
494.413770,4.888700111e-11
494.688379,4.897199979e-11
494.962988,4.901400175e-11
495.237549,4.881099969e-11
495.512158,4.862700020e-11
495.786719,4.866699932e-11
496.061279,4.862600100e-11
496.335889,4.858499825e-11
496.610449,4.845400081e-11
496.885010,4.838299983e-11
497.159619,4.843700108e-11
497.434180,4.846299806e-11
497.708740,4.828600186e-11
497.983301,4.834200151e-11
498.257861,4.811600007e-11
498.532422,4.804300069e-11
498.806982,4.794800113e-11
499.081543,4.783200058e-11
499.356055,4.788399899e-11
499.630615,4.772899853e-11
499.905176,4.768999862e-11
500.179736,4.747799931e-11
500.454248,4.740800197e-11
500.728809,4.753999860e-11
501.003320,4.749700189e-11
501.277881,4.720199787e-11
501.552393,4.693600175e-11
501.826953,4.655099861e-11
502.101465,4.663600173e-11
502.375977,4.698299971e-11
502.650537,4.713800017e-11
502.925049,4.704800105e-11
503.199561,4.686599997e-11
503.474072,4.673200049e-11
503.748584,4.657700003e-11
504.023096,4.647399798e-11
504.297607,4.645300145e-11
504.572119,4.641099949e-11
504.846631,4.632399797e-11
505.121143,4.609900017e-11
505.395654,4.598399883e-11
505.670117,4.566500067e-11
505.944629,4.566500067e-11
506.219141,4.580800184e-11
506.493603,4.584300051e-11
506.768115,4.586199864e-11
507.042578,4.580499979e-11
507.317090,4.554800093e-11
507.591553,4.564300049e-11
507.866016,4.573000201e-11
508.140527,4.563399880e-11
508.414990,4.558299960e-11
508.689453,4.549599808e-11
508.963916,4.530499975e-11
509.238379,4.523700081e-11
509.512842,4.506599982e-11
509.787305,4.492199945e-11
510.061768,4.490499972e-11
510.336230,4.488000194e-11
510.610693,4.485900096e-11
510.885107,4.484100202e-11
511.159570,4.484599803e-11
511.434033,4.473100113e-11
511.708447,4.467199943e-11
511.982910,4.463299952e-11
512.257324,4.451900182e-11
512.531787,4.441900181e-11
512.806201,4.434499878e-11
513.080615,4.427000100e-11
513.355078,4.419499877e-11
513.629492,4.412699983e-11
513.903906,4.401900178e-11
514.178320,4.401799814e-11
514.452734,4.385300123e-11
514.727148,4.381099927e-11
515.001562,4.371000006e-11
515.275977,4.356900174e-11
515.550391,4.344300031e-11
515.824805,4.335800163e-11
516.099170,4.326799807e-11
516.373584,4.298899903e-11
516.647998,4.247500129e-11
516.922363,4.187699965e-11
517.196777,4.200400028e-11
517.471143,4.237000084e-11
517.745557,4.261400122e-11
518.019922,4.253299934e-11
518.294287,4.215200189e-11
518.568652,4.206599957e-11
518.843066,4.225400030e-11
519.117432,4.234100182e-11
519.391797,4.238600138e-11
519.666162,4.224399941e-11
519.940527,4.225699790e-11
520.214893,4.232100004e-11
520.489209,4.232100004e-11
520.763574,4.214200100e-11
521.037939,4.204499859e-11
521.312305,4.207799886e-11
521.586621,4.202100001e-11
521.860986,4.197500125e-11
522.135303,4.193500214e-11
522.409668,4.171300194e-11
522.683984,4.154300015e-11
522.958301,4.133399845e-11
523.232617,4.128299924e-11
523.506982,4.118500208e-11
523.781299,4.120699781e-11
524.055615,4.133999809e-11
524.329932,4.134300013e-11
524.604248,4.124899977e-11
524.878565,4.118000163e-11
525.152881,4.123999808e-11
525.427148,4.132400200e-11
525.701465,4.113700047e-11
525.975781,4.097299833e-11
526.250049,4.079499849e-11
526.524365,4.053700042e-11
526.798633,4.048199997e-11
527.072949,4.045900059e-11
527.347217,4.033700041e-11
527.621533,4.022000066e-11
527.895801,4.027699951e-11
528.170068,4.029600209e-11
528.444336,4.018999800e-11
528.718603,4.020499933e-11
528.992871,4.022000066e-11
529.267139,4.010300092e-11
529.541406,4.005499932e-11
529.815674,3.992600028e-11
530.089941,3.995300091e-11
530.364160,3.993399833e-11
530.638428,3.981300178e-11
530.912647,3.981599939e-11
531.186914,3.974499840e-11
531.461133,3.949999883e-11
531.735400,3.919399916e-11
532.009619,3.921300173e-11
532.283838,3.931300174e-11
532.558106,3.920800129e-11
532.832324,3.901199808e-11
533.106543,3.901400092e-11
533.380762,3.909200075e-11
533.654980,3.902799861e-11
533.929199,3.904800039e-11
534.203369,3.898999790e-11
534.477588,3.908100066e-11
534.751807,3.903000145e-11
535.026025,3.891400091e-11
535.300195,3.881099886e-11
535.574414,3.885900046e-11
535.848584,3.882000055e-11
536.122754,3.868399823e-11
536.396973,3.850800123e-11
536.671143,3.850800123e-11
536.945312,3.845900043e-11
537.219482,3.847000052e-11
537.493652,3.840099794e-11
537.767822,3.827600015e-11
538.041992,3.827099970e-11
538.316162,3.813799943e-11
538.590332,3.799600190e-11
538.864502,3.804800031e-11
539.138623,3.806599924e-11
539.412793,3.781400082e-11
539.686914,3.777199886e-11
539.961084,3.774999868e-11
540.235205,3.768999779e-11
540.509375,3.765800116e-11
540.783496,3.761900125e-11
541.057617,3.750800115e-11
541.331738,3.746800203e-11
541.605859,3.744399901e-11
541.879980,3.745300070e-11
542.154102,3.736599918e-11
542.428223,3.718199970e-11
542.702344,3.721200015e-11
542.976465,3.715000085e-11
543.250537,3.708199969e-11
543.524658,3.703199969e-11
543.798730,3.706299934e-11
544.072852,3.704899942e-11
544.346924,3.699299977e-11
544.621045,3.684700101e-11
544.895117,3.693700013e-11
545.138916,3.657000036e-11
545.625977,3.653900071e-11
546.113086,3.642899982e-11
546.600195,3.626599909e-11
547.087305,3.621599909e-11
547.574463,3.617099953e-11
548.061572,3.596400067e-11
548.548682,3.598100040e-11
549.035840,3.590199915e-11
549.522998,3.582699915e-11
550.010107,3.571200002e-11
550.497266,3.555900019e-11
550.984424,3.544400107e-11
551.471582,3.540800098e-11
551.958789,3.530600035e-11
552.445947,3.525000070e-11
552.933106,3.514700087e-11
553.420313,3.504899926e-11
553.907520,3.502999890e-11
554.394678,3.496799961e-11
554.881885,3.488499933e-11
555.369092,3.476499977e-11
555.856299,3.465399967e-11
556.343555,3.454599939e-11
556.830762,3.456199993e-11
557.317969,3.445199903e-11
557.805225,3.427899964e-11
558.292481,3.416599892e-11
558.779688,3.410199900e-11
559.266943,3.399700077e-11
559.754199,3.384799996e-11
560.241455,3.373199942e-11
560.728711,3.364400092e-11
561.216016,3.362200074e-11
561.703272,3.346600108e-11
562.190576,3.339500010e-11
562.677832,3.318399999e-11
563.165137,3.318799902e-11
563.652441,3.320899999e-11
564.139746,3.315500097e-11
564.627051,3.308699981e-11
565.114355,3.298999962e-11
565.601660,3.286400041e-11
566.089014,3.281299898e-11
566.576318,3.269799986e-11
567.063672,3.257000003e-11
567.550977,3.247800029e-11
568.038330,3.233100010e-11
568.525684,3.231100054e-11
569.013037,3.222099920e-11
569.500391,3.215699929e-11
569.987744,3.212099919e-11
570.475147,3.208100008e-11
570.962500,3.195200104e-11
571.449902,3.191799935e-11
571.937256,3.184799979e-11
572.424658,3.175899987e-11
572.912061,3.166499951e-11
573.399463,3.157899942e-11
573.886865,3.155699924e-11
574.374268,3.150099959e-11
574.861670,3.141700011e-11
575.349072,3.114599911e-11
575.836523,3.096799928e-11
576.323926,3.096400025e-11
576.811377,3.099599910e-11
577.298779,3.097099910e-11
577.786230,3.091900069e-11
578.273682,3.083199918e-11
578.761133,3.073499899e-11
579.248584,3.072599952e-11
579.736035,3.059700049e-11
580.223535,3.041300101e-11
580.710986,3.031799922e-11
581.198486,3.030099949e-11
581.685938,3.018600037e-11
582.173437,3.006900062e-11
582.660938,2.998699955e-11
583.148438,2.996400017e-11
583.635937,2.985599989e-11
584.123438,2.983499892e-11
584.610937,2.977700087e-11
585.098438,2.969400059e-11
585.585986,2.964299917e-11
586.073486,2.943300048e-11
586.561035,2.940000021e-11
587.048535,2.930399923e-11
587.536084,2.927500020e-11
588.023633,2.920599984e-11
588.511182,2.906100027e-11
588.998730,2.877899918e-11
589.486279,2.867200033e-11
589.973828,2.880200078e-11
590.461377,2.886499928e-11
590.948975,2.884100070e-11
591.436523,2.878300043e-11
591.924121,2.864400050e-11
592.411719,2.857299952e-11
592.899268,2.853099978e-11
593.386865,2.848399960e-11
593.874463,2.836999968e-11
594.362060,2.826600065e-11
594.849658,2.816499922e-11
595.337305,2.810699895e-11
595.824902,2.806199939e-11
596.312500,2.796699983e-11
596.800146,2.798900001e-11
597.287793,2.790500053e-11
597.775391,2.776100017e-11
598.263037,2.766999962e-11
598.750684,2.760599971e-11
599.238330,2.755599970e-11
599.725977,2.748899997e-11
600.213623,2.747200023e-11
600.701270,2.736199933e-11
601.188965,2.728600013e-11
601.676611,2.718500092e-11
602.164258,2.711799896e-11
602.651953,2.705200064e-11
603.139648,2.702899904e-11
603.627295,2.691000089e-11
604.114990,2.680700106e-11
604.602686,2.681799893e-11
605.090381,2.673600008e-11
605.578076,2.661000087e-11
606.065771,2.658899989e-11
606.553516,2.658200104e-11
607.041211,2.653699926e-11
607.528955,2.643099961e-11
608.016650,2.618300021e-11
608.504394,2.623999906e-11
608.992090,2.616300065e-11
609.479834,2.608600003e-11
609.967578,2.606800109e-11
610.455322,2.607200011e-11
610.943066,2.597100091e-11
611.430811,2.586800107e-11
611.918555,2.580599956e-11
612.406348,2.580700098e-11
612.894092,2.573500080e-11
613.381836,2.571300062e-11
613.869629,2.561800105e-11
614.357373,2.549700007e-11
614.845166,2.532599908e-11
615.332959,2.522799969e-11
615.820752,2.514300101e-11
616.308545,2.524100040e-11
616.796338,2.529300103e-11
617.284131,2.520899933e-11
617.771924,2.511399977e-11
618.259717,2.504300101e-11
618.747559,2.495299967e-11
619.235352,2.491900020e-11
619.723193,2.490099904e-11
620.210986,2.486699957e-11
620.698828,2.484999984e-11
621.186670,2.477100081e-11
621.674463,2.454699999e-11
622.162305,2.450599945e-11
622.650147,2.446000069e-11
623.137988,2.441399971e-11
623.625830,2.425299961e-11
624.113721,2.412199995e-11
624.601562,2.410500022e-11
625.089404,2.410899924e-11
625.577295,2.416300049e-11
626.065137,2.412199995e-11
626.553027,2.406300048e-11
627.040869,2.404400012e-11
627.528760,2.402100074e-11
628.016650,2.403599986e-11
628.504541,2.407400057e-11
628.992432,2.399300092e-11
629.480322,2.389100029e-11
629.968213,2.377799957e-11
630.456103,2.359999973e-11
630.943994,2.348699901e-11
631.431934,2.343299998e-11
631.919824,2.326900006e-11
632.407764,2.319600068e-11
632.895654,2.309400005e-11
633.383594,2.301199897e-11
633.871533,2.296900004e-11
634.359424,2.293000012e-11
634.847363,2.286000056e-11
635.335303,2.292400048e-11
635.823242,2.294000101e-11
636.311182,2.285799994e-11
636.799121,2.280599931e-11
637.287061,2.271800081e-11
637.775049,2.273699895e-11
638.262988,2.268399912e-11
638.750977,2.261099974e-11
639.238916,2.253299991e-11
639.726904,2.245899910e-11
640.214844,2.234999963e-11
640.702832,2.227100060e-11
641.190820,2.225100104e-11
641.678809,2.228599971e-11
642.166748,2.227600104e-11
642.654736,2.223099926e-11
643.142725,2.211899996e-11
643.630762,2.208000005e-11
644.118750,2.199100013e-11
644.606738,2.194100013e-11
645.094727,2.188599968e-11
645.582764,2.176399949e-11
646.070752,2.173299984e-11
646.558789,2.172100055e-11
647.046777,2.165400081e-11
647.534815,2.164199930e-11
648.022852,2.151300027e-11
648.510840,2.141399946e-11
648.998877,2.138200061e-11
649.486914,2.129600052e-11
649.974951,2.123299980e-11
650.462988,2.116099962e-11
650.951025,2.100599916e-11
651.439062,2.084000084e-11
651.927148,2.063299975e-11
652.415186,2.045799974e-11
652.903223,2.021500078e-11
653.391309,1.988099907e-11
653.879346,1.938299965e-11
654.367432,1.867999977e-11
654.855469,1.771299996e-11
655.343555,1.640499958e-11
655.831641,1.491299972e-11
656.319727,1.375999981e-11
656.807812,1.429199981e-11
657.295850,1.574799957e-11
657.783935,1.706000008e-11
658.272022,1.803799998e-11
658.760156,1.868700084e-11
659.248242,1.913200043e-11
659.736328,1.942999983e-11
660.224414,1.967400021e-11
660.712549,1.980599906e-11
661.200635,1.987600085e-11
661.688770,1.989999943e-11
662.176855,1.995799970e-11
662.664990,1.996699917e-11
663.153076,1.995799970e-11
663.641211,2.000599908e-11
664.129346,1.995700050e-11
664.617480,1.985799969e-11
665.105615,1.984900022e-11
665.593701,1.983200049e-11
666.081836,1.984800102e-11
666.570020,1.979600039e-11
667.058154,1.975799968e-11
667.546289,1.972499941e-11
668.034424,1.970700048e-11
668.522559,1.960100082e-11
669.010742,1.948299966e-11
669.498877,1.952300099e-11
669.987012,1.952100037e-11
670.475195,1.950100081e-11
670.963379,1.949699957e-11
671.451514,1.944999939e-11
671.939697,1.936399929e-11
672.427881,1.934600036e-11
672.916016,1.928299964e-11
673.404199,1.926899973e-11
673.892383,1.921599990e-11
674.380566,1.919900017e-11
674.868750,1.913700087e-11
675.356934,1.911200087e-11
675.845117,1.902300095e-11
676.333301,1.888299961e-11
676.821533,1.891899970e-11
677.309717,1.889800094e-11
677.797900,1.882900058e-11
678.286084,1.880700040e-11
678.774316,1.877999978e-11
679.262500,1.877699995e-11
679.750732,1.871500066e-11
680.238916,1.866599986e-11
680.727148,1.866300003e-11
681.215381,1.853699971e-11
681.703564,1.852699993e-11
682.191797,1.850799958e-11
682.680029,1.847400011e-11
683.168262,1.843999953e-11
683.656494,1.840199992e-11
684.144727,1.836300001e-11
684.632959,1.834799979e-11
685.121191,1.834200014e-11
685.609424,1.827100027e-11
686.097656,1.826000018e-11
686.585889,1.819499995e-11
687.074170,1.813299955e-11
687.562402,1.802999972e-11
688.050635,1.801100047e-11
688.538916,1.798699967e-11
689.027148,1.788200032e-11
689.515381,1.794399962e-11
690.003662,1.794099980e-11
690.491943,1.786100046e-11
690.980176,1.778999947e-11
691.468457,1.776299996e-11
691.956738,1.773900027e-11
692.444971,1.768200031e-11
692.933252,1.763699964e-11
693.421533,1.759600021e-11
693.909815,1.753399981e-11
694.398096,1.752100021e-11
694.886377,1.748099998e-11
695.374658,1.747400002e-11
695.862940,1.741899958e-11
696.351221,1.741400024e-11
696.839502,1.738799993e-11
697.327783,1.734799970e-11
697.816113,1.731899957e-11
698.304395,1.725799947e-11
698.792676,1.718600040e-11
699.281006,1.712200048e-11
699.769287,1.707100017e-11
700.257568,1.700599994e-11
700.745898,1.702999963e-11
701.234180,1.702699981e-11
701.722510,1.697299967e-11
702.210840,1.688399975e-11
702.699121,1.684799966e-11
703.187451,1.680899975e-11
703.675781,1.676999983e-11
704.164062,1.676899952e-11
704.652393,1.679099970e-11
705.140723,1.677800010e-11
705.629053,1.669300032e-11
706.117383,1.663200022e-11
706.605713,1.654000048e-11
707.094043,1.649099968e-11
707.582373,1.647200043e-11
708.070703,1.644300029e-11
708.559033,1.645000025e-11
709.047363,1.642299963e-11
709.535693,1.636000002e-11
710.024072,1.633200020e-11
710.512402,1.625199975e-11
711.000732,1.621999979e-11
711.489111,1.614799960e-11
711.977441,1.612800005e-11
712.465772,1.616000000e-11
712.954150,1.613300049e-11
713.442480,1.612200040e-11
713.930859,1.603300048e-11
714.419190,1.595999999e-11
714.907568,1.591299981e-11
715.395898,1.590700016e-11
715.884277,1.591199950e-11
716.372656,1.586899945e-11
716.860986,1.585300002e-11
717.349365,1.582100007e-11
717.837744,1.582800002e-11
718.326123,1.579700037e-11
718.814502,1.576599962e-11
719.302832,1.571500041e-11
719.791211,1.564899987e-11
720.279590,1.562100005e-11
720.767969,1.557999951e-11
721.256348,1.554400053e-11
721.744727,1.553699946e-11
722.233105,1.547799999e-11
722.721484,1.546800021e-11
723.209912,1.543699946e-11
723.698291,1.541299977e-11
724.186670,1.537200034e-11
724.675049,1.534899985e-11
725.163428,1.530999993e-11
725.651856,1.524300020e-11
726.140234,1.525700011e-11
726.628613,1.523200011e-11
727.117041,1.521200055e-11
727.605420,1.512900027e-11
728.093799,1.501699987e-11
728.582227,1.505100045e-11
729.070605,1.499199986e-11
729.559033,1.494000035e-11
730.047412,1.497900026e-11
730.535840,1.492399981e-11
731.024219,1.492399981e-11
731.512647,1.489899981e-11
732.001074,1.484000034e-11
732.489453,1.481299972e-11
732.977881,1.478300038e-11
733.466309,1.474899980e-11
733.954687,1.471200051e-11
734.443115,1.468499988e-11
734.931543,1.465899957e-11
735.419971,1.464599997e-11
735.908398,1.464799948e-11
736.396777,1.460800036e-11
736.885205,1.456999965e-11
737.373633,1.455000009e-11
737.862060,1.451999965e-11
738.350488,1.444899977e-11
738.838916,1.439799946e-11
739.327344,1.437500008e-11
739.815771,1.435700003e-11
740.304199,1.433200003e-11
740.792627,1.430700003e-11
741.281055,1.426299967e-11
741.769482,1.424000029e-11
742.257910,1.418499984e-11
742.746338,1.414099948e-11
743.234814,1.413200001e-11
743.723242,1.410100037e-11
744.211670,1.402600036e-11
744.700098,1.402699956e-11
745.188525,1.403799965e-11
745.677002,1.401299965e-11
746.165430,1.398899996e-11
746.653857,1.393600013e-11
747.142334,1.393000049e-11
747.630762,1.390299986e-11
748.119189,1.385699999e-11
