# Vega (Alpha Lyrae), CALSPEC alpha_lyr_stis_012.fits
# Source: https://archive.stsci.edu/hlsps/reference-atlases/cdbs/current_calspec/alpha_lyr_stis_012.fits
# wavelength_nm,flux_W_m-2_nm-1
210.833106,5.235099909e-11
210.970508,5.172999806e-11
211.107935,5.180599949e-11
211.245337,5.191199914e-11
211.382764,5.189300101e-11
211.520190,5.352200017e-11
211.657593,5.460599972e-11
211.795019,5.431500139e-11
211.932446,5.404400039e-11
212.069849,5.407000181e-11
212.207275,5.387899904e-11
212.344702,5.334900077e-11
212.482129,5.265799796e-11
212.619531,5.182500207e-11
212.756958,5.183100171e-11
212.894385,5.101000067e-11
213.031812,4.970099887e-11
213.169238,4.823499822e-11
213.306665,4.677399801e-11
213.444092,4.511599982e-11
213.581519,4.612199955e-11
213.718921,4.904700202e-11
213.856348,4.968999878e-11
213.993774,4.973800038e-11
214.131201,5.082799959e-11
214.268628,5.182600127e-11
214.406055,5.208200093e-11
214.543506,5.229400024e-11
214.680933,5.143300008e-11
214.818359,5.136299830e-11
214.955786,5.136799874e-11
215.093213,5.049900054e-11
215.230640,5.081500110e-11
215.368066,5.198600217e-11
215.505493,5.240199830e-11
215.642920,5.246699963e-11
215.780371,5.207799969e-11
215.917798,5.039599849e-11
216.055225,5.021199900e-11
216.192651,4.988100155e-11
216.330103,5.051600027e-11
216.467529,5.049499929e-11
216.604956,4.959300082e-11
216.742383,4.907399820e-11
216.879834,4.852500179e-11
217.017261,4.840400081e-11
217.154687,4.917999785e-11
217.292139,4.968800038e-11
217.429565,4.854999958e-11
217.567017,4.703800016e-11
217.704443,4.831600009e-11
217.841870,4.941899778e-11
217.979321,4.991099978e-11
218.116748,5.061799868e-11
218.254199,5.142899884e-11
218.391626,5.028999883e-11
218.529077,4.937000142e-11
218.666504,4.882899862e-11
218.803955,4.800400077e-11
218.941382,4.919800123e-11
219.078833,5.020099891e-11
219.216260,4.968299994e-11
219.353711,5.018700122e-11
219.491138,5.142000159e-11
219.628589,5.159699779e-11
219.766016,5.147100079e-11
219.903467,5.118499846e-11
220.040918,5.061899788e-11
220.178345,4.979300083e-11
220.315796,5.083700128e-11
220.453247,5.076600029e-11
220.590674,4.925300168e-11
220.728125,4.772500173e-11
220.865552,4.795900121e-11
221.003003,4.722299884e-11
221.140454,4.614800098e-11
221.277905,4.698899936e-11
221.415332,4.623999850e-11
221.552783,4.666900200e-11
221.690234,4.644100216e-11
221.827661,4.717899849e-11
221.965112,4.752899851e-11
222.102564,4.680199783e-11
222.240015,4.739099779e-11
222.377466,4.621599992e-11
222.514893,4.595099856e-11
222.652344,4.634800099e-11
222.789795,4.595200220e-11
222.927246,4.766900208e-11
223.064697,4.880300164e-11
223.202124,4.819499910e-11
223.339575,4.886299809e-11
223.477026,4.866199887e-11
223.614478,4.884099791e-11
223.751929,4.876400173e-11
223.889380,4.823399902e-11
224.026831,4.798800024e-11
224.164282,4.687899846e-11
224.301709,4.583499802e-11
224.439160,4.538000198e-11
224.576611,4.538999843e-11
224.714063,4.539399967e-11
224.851514,4.424399958e-11
224.988965,4.361599970e-11
225.126416,4.448700075e-11
225.263867,4.507899831e-11
225.401318,4.368499784e-11
225.538770,4.287899813e-11
225.676221,4.291799804e-11
225.813672,4.457500147e-11
225.951123,4.524999930e-11
226.088574,4.466799819e-11
226.226025,4.607199955e-11
226.363477,4.594599812e-11
226.500928,4.503800000e-11
226.638379,4.494399963e-11
226.775830,4.526799824e-11
226.913281,4.533800002e-11
227.050732,4.676900200e-11
227.188184,4.789800112e-11
227.325635,4.835699841e-11
227.463086,4.810499998e-11
227.600537,4.703499812e-11
227.737988,4.660699826e-11
227.875439,4.690499988e-11
228.012891,4.691699917e-11
228.150342,4.786900210e-11
228.287793,4.814800114e-11
228.425244,4.708899937e-11
228.562695,4.755199789e-11
228.700146,4.685499988e-11
228.837598,4.752299887e-11
228.975049,4.870400083e-11
229.112500,4.855400082e-11
229.249976,4.735099868e-11
229.387427,4.605200221e-11
229.524878,4.600400061e-11
229.662329,4.432199940e-11
229.799780,4.187000080e-11
229.937231,4.284599786e-11
230.074683,4.431799816e-11
230.212134,4.531699904e-11
230.349585,4.479599802e-11
230.487036,4.502899831e-11
230.624487,4.571500067e-11
230.761963,4.557399791e-11
230.899414,4.585599900e-11
231.036865,4.653200047e-11
231.174316,4.427699984e-11
231.311768,4.232500128e-11
231.449219,4.237100004e-11
231.586670,4.349599791e-11
231.724121,4.436400136e-11
231.861572,4.396300213e-11
231.999023,4.360300121e-11
232.136499,4.418799993e-11
232.273950,4.515599894e-11
232.411401,4.515900098e-11
232.548853,4.272600052e-11
232.686304,4.128299924e-11
232.823755,4.233299933e-11
232.961206,4.387699981e-11
233.098657,4.303299939e-11
233.236108,4.234300022e-11
233.373560,4.198700054e-11
233.511011,4.246300200e-11
233.648486,4.335599879e-11
233.785937,4.210900073e-11
233.923389,4.232799888e-11
234.060840,4.221400118e-11
234.198291,4.171199830e-11
234.335742,4.000300091e-11
234.473193,3.768600099e-11
234.610644,3.958999795e-11
234.748096,4.102099993e-11
234.885547,4.099899975e-11
235.022998,4.326099923e-11
235.160449,4.318600144e-11
235.297900,4.325200198e-11
235.435376,4.213799976e-11
235.572827,4.153500210e-11
235.710278,4.259300024e-11
235.847730,4.247600049e-11
235.985181,3.973899876e-11
236.122632,3.950900052e-11
236.260083,4.107799878e-11
236.397534,4.090200179e-11
236.534985,4.051400104e-11
236.672437,4.094700135e-11
236.809888,4.141099907e-11
236.947339,4.160099820e-11
237.084790,4.135099818e-11
237.222241,4.235599871e-11
237.359692,4.134200093e-11
237.497144,4.076900151e-11
237.634595,4.148700050e-11
237.772046,4.214200100e-11
237.909497,3.979899965e-11
238.046948,3.854100150e-11
238.184399,3.590000075e-11
238.321851,3.409500016e-11
238.459302,3.786500002e-11
238.596753,4.061300185e-11
238.734204,4.031400103e-11
238.871631,3.794499825e-11
239.009082,3.868999787e-11
239.146533,4.098999806e-11
239.283984,4.202299841e-11
239.421436,4.110099816e-11
239.558887,3.780999958e-11
239.696338,3.867600018e-11
239.833789,4.033999801e-11
239.971240,3.928100067e-11
240.108691,3.982099983e-11
240.246118,4.056199820e-11
240.383569,3.969700124e-11
240.521020,3.769499823e-11
240.658472,3.776800206e-11
240.795923,3.859399911e-11
240.933374,3.928799952e-11
241.070801,3.795700199e-11
241.208252,3.848799945e-11
241.345703,3.994700126e-11
241.483154,4.032699952e-11
241.620581,4.055999980e-11
241.758032,3.987799868e-11
241.895483,4.087199912e-11
242.032935,4.256300201e-11
242.170361,4.337500137e-11
242.307813,4.218999816e-11
242.445264,3.989200081e-11
242.582715,4.001900145e-11
242.720142,4.086799787e-11
242.857593,3.958799955e-11
242.995044,3.877199894e-11
243.132471,4.026400102e-11
243.269922,4.014999888e-11
243.407373,3.848600105e-11
243.544800,3.825700201e-11
243.682251,3.878299903e-11
243.819678,3.892899780e-11
243.957129,4.078100080e-11
244.094580,4.183299929e-11
244.232007,4.296599965e-11
244.369458,4.284599786e-11
244.506885,4.083700045e-11
244.644336,3.893299905e-11
244.781763,3.920400005e-11
244.919214,4.036699863e-11
245.056641,3.959200079e-11
245.194092,4.016599942e-11
245.331519,4.104700135e-11
245.468970,4.032099987e-11
245.606396,4.113399843e-11
245.743848,4.126599951e-11
245.881274,4.107400198e-11
246.018701,4.043700041e-11
246.156152,4.013500199e-11
246.293579,3.925200165e-11
246.431030,3.912000057e-11
246.568457,3.906099888e-11
246.705884,3.906300172e-11
246.843335,3.953100070e-11
246.980762,3.938899873e-11
247.118189,3.906900137e-11
247.255615,3.905599844e-11
247.393066,3.891800215e-11
247.530493,4.005599852e-11
247.667920,3.978299912e-11
247.805347,3.903600110e-11
247.942798,3.873799947e-11
248.080225,3.956800221e-11
248.217651,3.965099804e-11
248.355078,3.863000142e-11
248.492505,3.894899958e-11
248.629932,4.047799873e-11
248.767383,4.123100084e-11
248.904810,4.083299920e-11
249.042236,3.864399911e-11
249.179663,3.761400080e-11
249.317090,3.890300082e-11
249.454517,3.993299913e-11
249.591943,4.206799797e-11
249.729370,4.184300018e-11
249.866797,4.063199999e-11
250.004224,4.111599949e-11
250.141650,4.191799796e-11
250.279077,4.112000074e-11
250.416480,4.030900058e-11
250.553906,4.037699952e-11
250.691333,3.940200166e-11
250.828760,3.981799779e-11
250.966186,4.090999983e-11
251.103613,4.010099808e-11
251.241040,3.910400004e-11
251.378442,3.994399922e-11
251.515869,3.975900054e-11
251.653296,3.970900053e-11
251.790723,3.935400006e-11
251.928125,3.906500012e-11
252.065552,3.821300165e-11
252.202979,3.828399819e-11
252.340381,3.803899862e-11
252.477808,3.738399812e-11
252.615210,3.514200042e-11
252.752637,3.471199994e-11
252.890063,3.538900062e-11
253.027466,3.511400060e-11
253.164893,3.787500091e-11
253.302295,3.970400009e-11
253.439722,3.826599926e-11
253.577124,3.673400029e-11
253.714551,3.595999942e-11
253.851953,3.448300090e-11
253.989356,3.422299999e-11
254.126782,3.644299973e-11
254.264185,3.640600044e-11
254.401587,3.683900074e-11
254.539014,3.713900076e-11
254.676416,3.639099910e-11
254.813818,3.646799973e-11
254.951245,3.380300040e-11
255.088647,3.450099983e-11
255.226050,3.845900043e-11
255.363452,4.075099813e-11
255.500855,4.074999893e-11
255.638257,4.000999976e-11
255.775684,3.957299821e-11
255.913086,3.949899963e-11
256.050488,3.855300079e-11
256.187891,3.904100154e-11
256.325293,3.738899856e-11
256.462695,3.770099788e-11
256.600098,4.013500199e-11
256.737500,3.922400182e-11
256.874902,4.025599853e-11
257.012280,4.063299919e-11
257.149683,4.010200172e-11
257.287085,4.013700039e-11
257.424487,3.994899966e-11
257.561890,4.003899878e-11
257.699292,3.920700209e-11
257.836670,3.923299907e-11
257.974072,3.988000152e-11
258.111475,4.047000068e-11
258.248852,3.980300090e-11
258.386255,3.910300084e-11
258.523657,3.980999974e-11
258.661035,3.792000047e-11
258.798437,3.940300086e-11
258.935815,3.979499841e-11
259.073218,3.985400010e-11
259.210596,3.917899782e-11
259.347998,3.910800128e-11
259.485376,3.929899961e-11
259.622778,4.031699863e-11
259.760156,4.012199906e-11
259.897559,3.589899933e-11
260.034937,3.565199913e-11
260.172314,4.000300091e-11
260.309692,4.105900064e-11
260.447095,3.992199904e-11
260.584473,3.702399942e-11
260.721851,3.548300098e-11
260.859229,3.704800022e-11
260.996606,3.745200150e-11
261.134009,3.658600090e-11
261.271387,3.621299927e-11
261.408765,3.712500085e-11
261.546143,3.851300168e-11
261.683520,4.039600210e-11
261.820898,3.880400001e-11
261.958276,3.853600106e-11
262.095654,3.802500093e-11
262.233008,3.870400000e-11
262.370386,3.918899871e-11
262.507764,3.873600107e-11
262.645142,3.683600092e-11
262.782519,3.841599927e-11
262.919873,3.768700019e-11
263.057251,3.643799928e-11
263.194629,3.455099984e-11
263.332007,3.811099880e-11
263.469360,4.075099813e-11
263.606738,4.121199826e-11
263.744092,4.112500118e-11
263.881470,4.009499843e-11
264.018823,4.093399841e-11
264.156201,4.116300190e-11
264.293555,4.169300016e-11
264.430933,4.222699967e-11
264.568286,4.206900162e-11
264.705640,4.211799798e-11
264.843018,4.230300110e-11
264.980371,4.204200099e-11
265.117725,4.171199830e-11
265.255078,4.140999987e-11
265.392456,4.108799967e-11
265.529810,4.148600130e-11
265.667163,4.154700139e-11
265.804517,4.107099993e-11
265.941870,4.032400192e-11
266.079224,4.084800054e-11
266.216577,3.999700127e-11
266.353931,3.874200072e-11
266.491284,3.809999871e-11
266.628638,3.843700025e-11
266.765991,3.847900221e-11
266.903320,3.961500017e-11
267.040674,3.952600025e-11
267.178027,3.937899784e-11
267.315381,3.851300168e-11
267.452710,4.006199816e-11
267.590063,4.039800050e-11
267.727417,3.990400010e-11
267.864746,3.945300087e-11
268.002100,3.957099981e-11
268.139429,4.015499933e-11
268.276782,4.084899974e-11
268.414111,4.045599855e-11
268.551465,3.938899873e-11
268.688794,3.933799952e-11
268.826123,3.869200071e-11
268.963477,3.859299991e-11
269.100806,3.876300170e-11
269.238135,3.803299897e-11
269.375464,3.801800208e-11
269.512817,3.952199901e-11
269.650147,3.983799957e-11
269.787476,3.836300166e-11
269.924805,3.756599920e-11
270.062134,3.902099976e-11
270.199463,3.850700203e-11
270.336792,3.900800127e-11
270.474121,3.853199981e-11
270.611450,3.857600017e-11
270.748755,3.812799854e-11
270.886084,3.771300161e-11
271.023413,3.713299890e-11
271.160742,3.722300024e-11
271.298047,3.754299982e-11
271.435376,3.865499920e-11
271.572705,3.860300080e-11
271.710010,3.825800121e-11
271.847339,3.786699843e-11
271.984644,3.773199975e-11
272.121973,3.828899864e-11
272.259277,3.825200157e-11
272.396582,3.794899950e-11
272.533911,3.806699844e-11
272.671216,3.803700022e-11
272.808520,3.715799890e-11
272.945850,3.853100061e-11
273.083154,3.898899870e-11
273.220459,3.902099976e-11
273.357764,3.935400006e-11
273.495068,3.985700214e-11
273.632373,3.919499836e-11
273.769678,3.782500091e-11
273.906982,3.770599832e-11
274.044287,3.672999904e-11
274.181592,3.731699838e-11
274.318896,3.631499990e-11
274.456177,3.650000080e-11
274.593481,3.634899937e-11
274.730786,3.448499930e-11
274.868066,3.483000111e-11
275.005371,3.305500096e-11
275.142676,3.470199905e-11
275.279956,3.641799973e-11
275.417261,3.663700010e-11
275.554541,3.601799969e-11
275.691846,3.558199957e-11
275.829126,3.695699968e-11
275.966406,3.729899944e-11
276.103711,3.713499952e-11
276.240991,3.642800062e-11
276.378271,3.670999948e-11
276.515552,3.746599919e-11
276.652832,3.705399987e-11
276.790112,3.653799929e-11
276.927393,3.619500033e-11
277.064673,3.718799935e-11
277.201953,3.844899954e-11
277.339233,3.889600197e-11
277.476514,3.873100063e-11
277.613794,3.814299987e-11
277.751074,3.747600008e-11
277.888330,3.687000039e-11
278.025610,3.642699919e-11
278.162891,3.673900073e-11
278.300146,3.720100006e-11
278.437427,3.704299978e-11
278.574683,3.757400169e-11
278.711963,3.803999782e-11
278.849219,3.784600189e-11
278.986475,3.744700106e-11
279.123755,3.562800055e-11
279.261011,3.519400105e-11
279.398267,3.258900039e-11
279.535522,2.655899944e-11
279.672803,2.537700050e-11
279.810059,2.987099901e-11
279.947315,3.272599969e-11
280.084570,3.359299949e-11
280.221826,3.035800056e-11
280.359082,2.805200072e-11
280.496313,3.320199893e-11
280.633569,3.648100044e-11
280.770825,3.803299897e-11
280.908081,3.863799947e-11
281.045313,3.836699847e-11
281.182568,3.789999869e-11
281.319824,3.761500000e-11
281.457056,3.826599926e-11
281.594312,3.884299993e-11
281.731543,3.843500185e-11
281.868774,3.854499830e-11
282.006030,3.910400004e-11
282.143262,3.918600111e-11
282.280493,3.831300166e-11
282.417749,3.867899778e-11
282.554980,3.871599930e-11
282.692212,3.831099882e-11
282.829443,3.788700020e-11
282.966675,3.767500090e-11
283.103906,3.732000042e-11
283.241138,3.713700014e-11
283.378369,3.778799940e-11
283.515576,3.754299982e-11
283.652808,3.684500038e-11
283.790039,3.733100051e-11
283.927270,3.694099915e-11
284.064478,3.561400064e-11
284.201709,3.598799925e-11
284.338916,3.623999989e-11
284.476147,3.685100003e-11
284.613355,3.734499820e-11
284.750562,3.695199924e-11
284.887793,3.606700050e-11
285.025000,3.583600083e-11
285.162207,3.564899931e-11
285.299414,3.566299922e-11
285.436621,3.706400076e-11
285.573853,3.623600087e-11
285.711060,3.493699996e-11
285.848242,3.511799962e-11
285.985449,3.627200096e-11
286.122656,3.707600005e-11
286.259863,3.692800066e-11
286.397070,3.707399943e-11
286.534253,3.635099999e-11
286.671460,3.592200093e-11
286.808667,3.571200002e-11
286.945850,3.593300102e-11
287.083057,3.608199961e-11
287.220239,3.642000035e-11
287.357446,3.598199960e-11
287.494629,3.592800057e-11
287.631812,3.547000027e-11
287.768994,3.560499895e-11
287.906177,3.620800104e-11
288.043384,3.616799971e-11
288.180566,3.615300059e-11
288.317749,3.714200059e-11
288.454932,3.703700013e-11
288.592090,3.739600185e-11
288.729272,3.727199882e-11
288.866455,3.654800018e-11
289.003638,3.572699914e-11
289.140820,3.620800104e-11
289.277979,3.592699915e-11
289.415161,3.608799926e-11
289.552319,3.612500077e-11
289.689502,3.620199918e-11
289.826660,3.640199919e-11
289.963818,3.712600005e-11
290.101001,3.806599924e-11
290.238159,3.836699847e-11
290.375317,3.828899864e-11
290.512476,3.854999875e-11
290.649634,3.818600103e-11
290.786792,3.770099788e-11
290.923950,3.740700194e-11
291.061108,3.739800025e-11
291.198267,3.778399815e-11
291.335425,3.837000051e-11
291.472583,3.847699936e-11
291.609717,3.803600102e-11
291.746875,3.797900217e-11
291.884009,3.820700201e-11
292.021167,3.827199890e-11
292.158301,3.761099876e-11
292.295459,3.710300067e-11
292.432593,3.652899982e-11
292.569727,3.684399896e-11
292.706885,3.631799972e-11
292.844019,3.576200003e-11
292.981152,3.623400024e-11
293.118286,3.711499996e-11
293.255420,3.684899941e-11
293.392554,3.624099909e-11
293.529688,3.653100045e-11
293.666797,3.612699917e-11
293.803931,3.645499902e-11
293.941064,3.635300061e-11
294.078174,3.654099912e-11
294.215308,3.704599960e-11
294.352417,3.735399989e-11
294.489551,3.662099957e-11
294.626660,3.693799933e-11
294.763794,3.642000035e-11
294.900903,3.599800014e-11
295.038013,3.633900070e-11
295.175122,3.723299891e-11
295.312231,3.693700013e-11
295.449341,3.634200052e-11
295.586450,3.743299892e-11
295.723560,3.780599833e-11
295.860669,3.786599923e-11
295.997778,3.751800204e-11
296.134888,3.726300157e-11
296.271973,3.729899944e-11
296.409082,3.692699924e-11
296.546167,3.578499941e-11
296.683276,3.677200100e-11
296.820361,3.719399899e-11
296.957471,3.683999994e-11
297.094556,3.602699916e-11
297.231641,3.641299928e-11
297.368726,3.717600006e-11
297.505810,3.758100053e-11
297.642896,3.720000086e-11
297.779981,3.727500086e-11
297.917065,3.687800065e-11
298.054150,3.655399983e-11
298.191235,3.694399897e-11
298.328320,3.685199923e-11
298.465381,3.605300058e-11
298.602466,3.528900061e-11
298.739551,3.673999993e-11
298.876611,3.722699926e-11
299.013672,3.756199796e-11
299.150757,3.789200065e-11
299.287817,3.780499913e-11
299.424878,3.776199797e-11
299.561938,3.775700197e-11
299.698999,3.785300073e-11
299.836060,3.770999957e-11
299.973120,3.735700194e-11
300.110181,3.696499995e-11
300.247241,3.658400027e-11
300.384302,3.664500037e-11
300.521362,3.743899857e-11
300.658398,3.782900215e-11
300.795459,3.768600099e-11
300.932495,3.763799938e-11
301.069556,3.779600188e-11
301.206592,3.777199886e-11
301.343628,3.786199798e-11
301.480688,3.784499825e-11
301.617725,3.748700017e-11
301.754761,3.701899898e-11
301.891797,3.719899944e-11
302.028833,3.679299976e-11
302.165869,3.647000035e-11
302.302905,3.727699927e-11
302.439917,3.754600186e-11
302.576953,3.722699926e-11
302.713989,3.696899897e-11
302.851001,3.731099874e-11
302.988037,3.716599917e-11
303.125049,3.687800065e-11
303.262085,3.683199967e-11
303.399097,3.673100046e-11
303.536108,3.700699969e-11
303.673120,3.702800067e-11
303.810132,3.686599914e-11
303.947144,3.695600048e-11
304.084155,3.686499994e-11
304.221167,3.656299929e-11
304.358179,3.673999993e-11
304.495190,3.696299933e-11
304.632178,3.690900030e-11
304.769189,3.655900027e-11
304.906201,3.635499901e-11
305.043188,3.637399937e-11
305.180200,3.663199966e-11
305.317187,3.687600003e-11
305.454175,3.696299933e-11
305.591162,3.664099912e-11
305.728149,3.625099998e-11
305.865137,3.591900111e-11
306.002124,3.606799970e-11
306.139111,3.652300018e-11
306.276099,3.651799974e-11
306.413086,3.644599955e-11
306.699854,3.612300015e-11
306.974439,3.614500033e-11
307.249023,3.570900020e-11
307.523608,3.551799965e-11
307.798218,3.581900110e-11
308.072803,3.640900026e-11
308.347388,3.647600000e-11
308.621997,3.614200050e-11
308.896582,3.567599993e-11
309.171191,3.551900107e-11
309.445801,3.558499939e-11
309.720410,3.580199914e-11
309.995020,3.577099950e-11
310.269629,3.553199956e-11
310.544238,3.553499939e-11
310.818848,3.594200049e-11
311.093457,3.594899933e-11
311.368091,3.593100040e-11
311.642700,3.539299964e-11
311.917334,3.501400059e-11
312.191943,3.527000025e-11
312.466577,3.519800007e-11
312.741211,3.522500069e-11
313.015845,3.516100078e-11
313.290479,3.531599901e-11
313.565112,3.544800009e-11
313.839746,3.582099950e-11
314.114380,3.589200048e-11
314.389038,3.568499940e-11
314.663672,3.554200045e-11
314.938306,3.563900064e-11
315.212964,3.561299922e-11
315.487622,3.543600080e-11
315.762256,3.509599944e-11
316.036914,3.460900011e-11
316.311572,3.482599986e-11
316.586230,3.514700087e-11
316.860889,3.512099944e-11
317.135547,3.545900018e-11
317.410205,3.537800053e-11
317.684888,3.491199996e-11
317.959546,3.403799909e-11
318.234229,3.422399919e-11
318.508887,3.472000021e-11
318.783569,3.465099985e-11
319.058228,3.445399965e-11
319.332910,3.427800044e-11
319.607593,3.433300089e-11
319.882275,3.485199906e-11
320.156958,3.502000023e-11
320.431641,3.503699997e-11
320.706323,3.473900057e-11
320.981006,3.431599893e-11
321.255713,3.406199989e-11
321.530395,3.408999971e-11
321.805103,3.417800043e-11
322.079785,3.434599938e-11
322.354492,3.427800044e-11
322.629175,3.390099979e-11
322.903882,3.359500012e-11
323.178589,3.373300084e-11
323.453296,3.344899913e-11
323.728003,3.330699938e-11
324.002710,3.366199985e-11
324.277417,3.416299910e-11
324.552124,3.434200035e-11
324.826856,3.408000104e-11
325.101562,3.385000058e-11
325.376269,3.378499924e-11
325.651001,3.404599935e-11
325.925708,3.415800087e-11
326.200440,3.425399964e-11
326.475171,3.437599982e-11
326.749902,3.431199991e-11
327.024609,3.413600069e-11
327.299341,3.401100068e-11
327.574072,3.378900049e-11
327.848804,3.366299905e-11
328.123560,3.388799907e-11
328.398291,3.403900051e-11
328.673023,3.384799996e-11
328.947754,3.404500015e-11
329.222510,3.425500106e-11
329.497241,3.421199990e-11
329.771997,3.424200035e-11
330.046753,3.426499973e-11
330.321484,3.413999972e-11
330.596240,3.404599935e-11
330.870996,3.404599935e-11
331.145752,3.378400004e-11
331.420508,3.387800040e-11
331.695264,3.393199943e-11
331.970019,3.381700031e-11
332.244775,3.341900090e-11
332.519531,3.339899912e-11
332.794311,3.342399912e-11
333.069067,3.340399957e-11
333.343823,3.328999965e-11
333.618604,3.295600015e-11
333.893359,3.288300077e-11
334.168140,3.280600014e-11
334.442920,3.296199980e-11
334.717676,3.276900085e-11
334.992456,3.265000048e-11
335.267236,3.313499919e-11
335.542017,3.329400089e-11
335.816797,3.281199978e-11
336.091577,3.263399995e-11
336.366357,3.297399909e-11
336.641138,3.301600104e-11
336.915942,3.282899952e-11
337.190723,3.279899907e-11
337.465503,3.299899909e-11
337.740308,3.297899953e-11
338.015088,3.265099968e-11
338.289893,3.265800075e-11
338.564673,3.285699934e-11
338.839478,3.290600015e-11
339.114282,3.277299987e-11
339.389087,3.265000048e-11
339.663892,3.285999917e-11
339.938672,3.307800034e-11
340.213477,3.290999917e-11
340.488281,3.286100059e-11
340.763110,3.270500093e-11
341.037915,3.288900041e-11
341.312720,3.305399954e-11
341.587524,3.297099926e-11
341.862329,3.285099970e-11
342.137158,3.262800030e-11
342.411963,3.271199978e-11
342.686792,3.293600059e-11
342.961597,3.299700069e-11
343.236426,3.288100014e-11
343.511255,3.270899995e-11
343.786060,3.263699977e-11
344.060889,3.231499957e-11
344.335718,3.218799893e-11
344.610547,3.240800073e-11
344.885376,3.259799985e-11
345.160205,3.277099925e-11
345.435034,3.271799942e-11
345.709863,3.253699976e-11
345.984692,3.224799983e-11
346.259522,3.218799893e-11
346.534351,3.243100011e-11
346.809204,3.243600055e-11
347.084033,3.241299895e-11
347.358862,3.203300070e-11
347.633716,3.195800069e-11
347.908545,3.211999999e-11
348.183398,3.212599964e-11
348.458252,3.193999953e-11
348.733081,3.190200104e-11
349.007935,3.176999996e-11
349.282788,3.179299934e-11
349.557617,3.180800068e-11
349.832471,3.193199927e-11
350.107324,3.192200060e-11
350.382178,3.180999908e-11
350.657031,3.170899987e-11
350.931885,3.167800022e-11
351.206738,3.160399942e-11
351.481592,3.165999907e-11
351.756470,3.192500042e-11
352.031323,3.200500087e-11
352.306177,3.194100096e-11
352.581055,3.190200104e-11
352.855908,3.178100005e-11
353.130762,3.171999996e-11
353.405640,3.164200013e-11
353.680493,3.171600094e-11
353.955371,3.175200103e-11
354.230249,3.183600050e-11
354.505103,3.181299890e-11
354.779981,3.187800024e-11
355.054858,3.192700104e-11
355.329712,3.180899988e-11
355.604590,3.158900030e-11
355.879468,3.159700057e-11
356.154346,3.167200058e-11
356.429224,3.150399941e-11
356.704102,3.131900073e-11
356.978980,3.121900072e-11
357.253857,3.108000080e-11
357.528735,3.121100045e-11
357.803638,3.121799930e-11
358.078516,3.114599911e-11
358.353394,3.099799972e-11
358.628271,3.103900026e-11
358.903174,3.121600090e-11
359.178052,3.123399983e-11
359.452930,3.123499903e-11
359.727832,3.127599957e-11
360.002710,3.122099912e-11
360.277612,3.108800106e-11
360.552515,3.103199919e-11
360.827393,3.100899981e-11
361.102295,3.097299972e-11
361.377173,3.094100087e-11
361.652075,3.098000079e-11
361.926978,3.096600087e-11
362.201880,3.100000034e-11
362.476782,3.095399936e-11
362.751685,3.091900069e-11
363.026563,3.077500033e-11
363.301465,3.073399979e-11
363.576367,3.086300104e-11
363.851270,3.088600042e-11
364.126196,3.078000077e-11
364.401099,3.079899891e-11
364.676001,3.081300104e-11
364.950903,3.074799970e-11
365.225806,3.068099996e-11
365.500708,3.068800103e-11
365.775635,3.074400068e-11
366.050537,3.068999943e-11
366.325440,3.070899979e-11
366.600366,3.084499989e-11
366.875269,3.073300059e-11
367.150195,3.063499898e-11
367.425098,3.062200049e-11
367.700024,3.056799924e-11
367.974927,3.048399977e-11
368.249854,3.049400066e-11
368.524756,3.036900065e-11
368.799683,3.034200002e-11
369.074609,3.067099907e-11
369.349512,3.093800105e-11
369.624438,3.088800105e-11
369.899365,3.119499992e-11
370.174268,3.138199922e-11
370.449194,3.059200004e-11
370.724121,3.179499997e-11
370.999048,3.164400075e-11
371.273975,3.082800015e-11
371.548901,3.336700027e-11
371.823828,3.423300088e-11
372.098755,3.140000038e-11
372.373682,3.164400075e-11
372.648608,3.610199917e-11
372.923535,3.811599925e-11
373.198462,3.473600074e-11
373.473389,3.106999991e-11
373.748315,3.401599891e-11
374.023242,4.033600121e-11
374.298193,4.327500136e-11
374.573120,4.025200173e-11
374.848047,3.403999971e-11
375.122974,3.163699969e-11
375.397925,3.697000039e-11
375.672852,4.412100019e-11
375.947778,4.842299894e-11
376.222730,4.896799854e-11
376.497656,4.540900100e-11
376.772607,3.851800212e-11
377.047534,3.270200111e-11
377.322485,3.489800005e-11
377.597412,4.332000092e-11
377.872363,5.214499943e-11
378.147290,5.857499819e-11
378.422241,6.168599853e-11
378.697168,6.086299909e-11
378.972119,5.645199863e-11
379.247046,4.887500182e-11
379.521997,3.981699859e-11
379.796948,3.373000101e-11
380.071875,3.649099911e-11
380.346826,4.518800001e-11
380.621777,5.428100192e-11
380.896728,6.240000072e-11
381.171655,6.837900024e-11
381.446606,7.129000057e-11
381.721558,7.318300188e-11
381.996509,7.228400101e-11
382.271460,6.892999949e-11
382.546411,6.300799882e-11
382.821338,5.501799905e-11
383.096289,4.575900103e-11
383.371240,3.705699969e-11
383.646191,3.361700029e-11
383.921143,3.897299816e-11
384.196094,4.850699842e-11
384.471045,5.822100135e-11
384.745996,6.639300221e-11
385.020947,7.267599855e-11
385.295898,7.734800356e-11
385.570850,8.004099605e-11
385.845801,8.206500368e-11
386.120752,8.318099987e-11
386.395703,8.365000248e-11
386.670654,8.339200441e-11
386.945630,8.204800395e-11
387.220581,7.903199872e-11
