wavelength_[nm],flux_[W/m²/nm]
500.0,1.284521993830149e-16
502.0,1.2753581701934526e-16
504.0,1.2566038635596676e-16
506.0,1.2273788343722245e-16
508.0,1.194074236882351e-16
510.0,1.16337695672646e-16
512.0,1.1392923815254882e-16
514.0,1.1265830104280783e-16
516.0,1.1266600691815266e-16
518.0,1.1380457936448762e-16
520.0,1.1555770471933171e-16
522.0,1.178958842716797e-16
524.0,1.2028370189118018e-16
526.0,1.2218126687299236e-16
528.0,1.2351998854925357e-16
530.0,1.2420590437174484e-16
532.0,1.2398373853848451e-16
534.0,1.2325838864667475e-16
536.0,1.224732378554408e-16
538.0,1.2161282121658026e-16
540.0,1.2080019582548237e-16
542.0,1.2042667428698077e-16
544.0,1.2056758575052929e-16
546.0,1.2076673285014694e-16
548.0,1.2126265079013172e-16
550.0,1.219197853139129e-16
552.0,1.2265391262816188e-16
554.0,1.2289963659089177e-16
556.0,1.2315256363127401e-16
558.0,1.231214796860112e-16
560.0,1.2274567754298987e-16
562.0,1.221991897875469e-16
564.0,1.216257394870977e-16
566.0,1.211824590344625e-16
568.0,1.2085586695617027e-16
570.0,1.2101028232855352e-16
572.0,1.2158837938447892e-16
574.0,1.2201516283197786e-16
576.0,1.2242279493343546e-16
578.0,1.2245057380254999e-16
580.0,1.223713657364362e-16
582.0,1.218654215105312e-16
584.0,1.2084581168520181e-16
586.0,1.2001895582779232e-16
588.0,1.1911701599069518e-16
590.0,1.1842629811815787e-16
592.0,1.1825555271653575e-16
594.0,1.1775747100490178e-16
596.0,1.173217275906392e-16
598.0,1.173340358227066e-16
600.0,1.1745293603080793e-16
602.0,1.1758651344269664e-16
604.0,1.174256844965158e-16
606.0,1.171319329714289e-16
608.0,1.165893737174508e-16
610.0,1.1597197888720912e-16
612.0,1.1535973974179009e-16
614.0,1.1472642082347215e-16
616.0,1.1408088040808572e-16
618.0,1.1362617507661226e-16
620.0,1.1285270226140797e-16
622.0,1.124450536001323e-16
624.0,1.1276844693521862e-16
626.0,1.130653018525736e-16
628.0,1.1351059974607954e-16
630.0,1.1402974482142417e-16
632.0,1.1428351812988752e-16
634.0,1.1456436394716507e-16
636.0,1.1429843720241057e-16
638.0,1.1310329994708277e-16
640.0,1.111070486049523e-16
642.0,1.0969531712595607e-16
644.0,1.075826815758745e-16
646.0,1.0659068633346615e-16
648.0,1.0706363734085071e-16
650.0,1.0775184192220101e-16
652.0,1.070323828879913e-16
654.0,1.0481315914781187e-16
656.0,1.0233612391589162e-16
658.0,1.013306525352425e-16
660.0,1.0262313091084642e-16
662.0,1.0535241535738265e-16
664.0,1.0765920812124808e-16
666.0,1.0794313620231503e-16
668.0,1.0627483567943807e-16
670.0,1.0381055877679671e-16
672.0,1.0191912252028234e-16
674.0,1.0158228431776476e-16
676.0,1.0299964395328852e-16
678.0,1.0459692128246449e-16
680.0,1.0518834610835481e-16
682.0,1.042203579931049e-16
684.0,1.0196084686416754e-16
686.0,9.96301192102385e-17
688.0,9.844387288552968e-17
690.0,9.871935246137304e-17
692.0,9.979250524085555e-17
694.0,1.0106570034550868e-16
696.0,1.0127097069326385e-16
698.0,1.0027222830426939e-16
700.0,9.848931676657105e-17
702.0,9.714076808687497e-17
704.0,9.638030318572558e-17
706.0,9.660277268764811e-17
708.0,9.747237189858789e-17
710.0,9.791336700818927e-17
712.0,9.759216995173722e-17
714.0,9.654166243867582e-17
716.0,9.527855842694153e-17
718.0,9.426090988536733e-17
720.0,9.363636443213819e-17
722.0,9.383733587944352e-17
724.0,9.39082748432981e-17
726.0,9.365385446408724e-17
728.0,9.306753549258543e-17
730.0,9.186490981554108e-17
732.0,9.044651862456507e-17
734.0,8.94938117496511e-17
736.0,8.9453476887296e-17
738.0,8.995177243145297e-17
740.0,9.073768877210224e-17
742.0,9.144678497396483e-17
744.0,9.149951247871671e-17
746.0,9.091039053117704e-17
748.0,8.978448259456047e-17
750.0,8.878246011314301e-17
752.0,8.787011553291507e-17
754.0,8.756821548524617e-17
756.0,8.740351544553096e-17
758.0,8.748000823749638e-17
760.0,8.749764538765296e-17
762.0,8.706044772665852e-17
764.0,8.644823619986858e-17
766.0,8.591584057190114e-17
768.0,8.561749263787931e-17
770.0,8.589850462491606e-17
772.0,8.631674957681507e-17
774.0,8.678913405891989e-17
776.0,8.716298515644757e-17
778.0,8.706531773997114e-17
780.0,8.635670903580587e-17
782.0,8.496000970168567e-17
784.0,8.363323023939615e-17
786.0,8.235897177319946e-17
788.0,8.147884823203234e-17
790.0,8.120742625692437e-17
792.0,8.138895972549247e-17
794.0,8.19222953720124e-17
796.0,8.24290590485246e-17
798.0,8.24631873496042e-17
800.0,8.213602838541302e-17
802.0,8.12523350979458e-17
804.0,8.003733375961618e-17
806.0,7.896707787165947e-17
808.0,7.798202319747258e-17
810.0,7.72961590325269e-17
812.0,7.701121940357723e-17
814.0,7.67499761156919e-17
816.0,7.700786943569273e-17
818.0,7.702315801157345e-17
820.0,7.703566841084738e-17
822.0,7.668099551595868e-17
824.0,7.620816273202446e-17
826.0,7.585602702794467e-17
828.0,7.54922395711525e-17
830.0,7.516307013503584e-17
832.0,7.498414153743232e-17
834.0,7.471299529503636e-17
836.0,7.449938098565869e-17
838.0,7.442715833016443e-17
840.0,7.392778015337294e-17
842.0,7.336972164230788e-17
844.0,7.230353896483593e-17
846.0,7.171730644110225e-17
848.0,7.111460937770566e-17
850.0,7.063276501501069e-17
852.0,7.003320312714032e-17
854.0,6.97163626522918e-17
856.0,6.947624703366975e-17
858.0,6.93803290014102e-17
860.0,6.908575986695747e-17
862.0,6.865708805861114e-17
864.0,6.831198701482771e-17
866.0,6.795926846024305e-17
868.0,6.807499040100327e-17
870.0,6.753237805341488e-17
872.0,6.775651790695068e-17
874.0,6.78358690502642e-17
876.0,6.819114529623149e-17
878.0,6.861176025375904e-17
880.0,6.935205862120514e-17
882.0,6.950511783457491e-17
884.0,6.938420992519416e-17
886.0,6.889121127244689e-17
888.0,6.826537666928094e-17
890.0,6.760554263213025e-17
892.0,6.676462750372667e-17
894.0,6.594915798307144e-17
896.0,6.561272037019155e-17
898.0,6.521719077899047e-17
900.0,6.521999219757388e-17
902.0,6.540618820881472e-17
904.0,6.545126680920962e-17
906.0,6.542147396023436e-17
908.0,6.563731363561043e-17
910.0,6.52163125359433e-17
912.0,6.467524695395077e-17
914.0,6.409602147905891e-17
916.0,6.346420009359565e-17
918.0,6.236553986620695e-17
920.0,6.17079690492534e-17
922.0,6.168563355152984e-17
924.0,6.130541648974935e-17
926.0,6.122327429818365e-17
928.0,6.181232457606163e-17
930.0,6.209593168342433e-17
932.0,6.230589127538807e-17
934.0,6.26158332016823e-17
936.0,6.26625463700872e-17
938.0,6.251366959820677e-17
940.0,6.175222056582615e-17
942.0,6.07683659178685e-17
944.0,6.03628271165353e-17
946.0,5.903127101924309e-17
948.0,5.804852091149827e-17
950.0,5.791303973422868e-17
952.0,5.723038263329256e-17
954.0,5.720011634185457e-17
956.0,5.788707075628063e-17
958.0,5.834336228540131e-17
960.0,5.905661553203145e-17
962.0,5.975071366502404e-17
964.0,6.045588858253988e-17
966.0,6.026732471702151e-17
968.0,6.021686487364056e-17
970.0,6.002837395355134e-17
972.0,5.867794074684795e-17
974.0,5.808858775594656e-17
976.0,5.701469341168633e-17
978.0,5.547180134203985e-17
980.0,5.5297876495544525e-17
982.0,5.422265307811688e-17
984.0,5.426999645684567e-17
986.0,5.452067314759399e-17
988.0,5.4564367397864214e-17
990.0,5.600025771974858e-17
992.0,5.63997501942931e-17
994.0,5.759017849825127e-17
996.0,5.84716109848689e-17
998.0,5.841215629660876e-17
1000.0,5.84638232283065e-17
1002.0,5.772995120576266e-17
1004.0,5.61778443894184e-17
1006.0,5.500026984914176e-17
1008.0,5.264406149718658e-17
1010.0,5.0946739760136003e-17
1012.0,4.974263684272311e-17
1014.0,4.820199663524836e-17
1016.0,4.8803139299544026e-17
1018.0,4.890674536193e-17
1020.0,5.1509887348786926e-17
