wavelength_[nm],flux_[W/m²/nm]
852.0,4.254394473497117e-17
854.0,4.267741066593363e-17
856.0,4.272245894867665e-17
858.0,4.2705106661632534e-17
860.0,4.2436373014293373e-17
862.0,4.2007712164603907e-17
864.0,4.1617770362939224e-17
866.0,4.1272410787769474e-17
868.0,4.130437147725227e-17
870.0,4.104660835701943e-17
872.0,4.135254599252523e-17
874.0,4.163377483054752e-17
876.0,4.2103771952900515e-17
878.0,4.259514085200674e-17
880.0,4.324432264241597e-17
882.0,4.348554443820952e-17
884.0,4.353271819202337e-17
886.0,4.33575959521428e-17
888.0,4.3147259156806715e-17
890.0,4.2992849022399194e-17
892.0,4.2810212189353624e-17
894.0,4.271499645110998e-17
896.0,4.296423896247873e-17
898.0,4.3153783808210674e-17
900.0,4.3524722647498756e-17
902.0,4.3884407411368155e-17
904.0,4.398229028976922e-17
906.0,4.385711303712241e-17
908.0,4.374589851593912e-17
910.0,4.310772773874538e-17
912.0,4.235515136526804e-17
914.0,4.161510040631903e-17
916.0,4.094818780109814e-17
918.0,4.0145421681692206e-17
920.0,3.982454861918653e-17
922.0,4.0116876224517045e-17
924.0,4.0353267030269744e-17
926.0,4.0907440069647476e-17
928.0,4.197056123156329e-17
930.0,4.281840845788633e-17
932.0,4.354196381247573e-17
934.0,4.421977409962314e-17
936.0,4.457447461799692e-17
938.0,4.465048889210944e-17
940.0,4.416532246244503e-17
942.0,4.34281650627711e-17
944.0,4.3049979703154755e-17
946.0,4.1998784784767636e-17
948.0,4.12222028154496e-17
950.0,4.110239708077021e-17
952.0,4.066714179688559e-17
954.0,4.077196434205444e-17
956.0,4.1458270394925786e-17
958.0,4.20325005217794e-17
960.0,4.282250641753161e-17
962.0,4.360893948496582e-17
964.0,4.4397618053782607e-17
966.0,4.4511627089243465e-17
968.0,4.4706136405787625e-17
970.0,4.478399234727165e-17
972.0,4.398931647951442e-17
974.0,4.3774739083550116e-17
976.0,4.322331185345766e-17
978.0,4.235596587050123e-17
980.0,4.258982457004788e-17
982.0,4.219276387586899e-17
984.0,4.273237993881477e-17
986.0,4.349948848169097e-17
988.0,4.415825798900699e-17
990.0,4.600493998942114e-17
992.0,4.706094253912266e-17
994.0,4.883678873758306e-17
996.0,5.0426388363834706e-17
998.0,5.1278367201462335e-17
1000.0,5.231009258761758e-17
1002.0,5.273200334809384e-17
1004.0,5.248843947829542e-17
1006.0,5.267888360618876e-17
1008.0,5.1799945298710227e-17
1010.0,5.15884484132044e-17
1012.0,5.187430001259655e-17
1014.0,5.173009247303356e-17
1016.0,5.376302303282531e-17
1018.0,5.508769257547117e-17
1020.0,5.907195625421433e-17
