wavelength_[nm],flux_[W/m²/nm]
708.0,2.8821018990408277e-16
710.0,2.873021437124059e-16
712.0,2.860688988538954e-16
714.0,2.8470676198095757e-16
716.0,2.8371996783348543e-16
718.0,2.829218410865987e-16
720.0,2.815549587947099e-16
722.0,2.807549692946624e-16
724.0,2.785893742525707e-16
726.0,2.7595559604222563e-16
728.0,2.740142967276621e-16
730.0,2.7220029785691747e-16
732.0,2.7090312935990697e-16
734.0,2.70702612209595e-16
736.0,2.7158213349973395e-16
738.0,2.717853207408956e-16
740.0,2.709508731480224e-16
742.0,2.691771723894099e-16
744.0,2.6618769658298047e-16
746.0,2.6311007084857993e-16
748.0,2.605614823313614e-16
750.0,2.5994375272738384e-16
752.0,2.60101422158465e-16
754.0,2.6145879341471734e-16
756.0,2.6190307696942277e-16
758.0,2.61657932851549e-16
760.0,2.602689535189412e-16
762.0,2.5723686291528003e-16
764.0,2.5397498957647636e-16
766.0,2.5148847049991116e-16
768.0,2.5012914644899844e-16
770.0,2.5058834451024133e-16
772.0,2.512655936558991e-16
774.0,2.5181493954687617e-16
776.0,2.5196193219385275e-16
778.0,2.509935131131653e-16
780.0,2.488958076370283e-16
782.0,2.456548089257864e-16
784.0,2.4336055267921157e-16
786.0,2.415570925567415e-16
788.0,2.4064968584377616e-16
790.0,2.407237562848623e-16
792.0,2.410312216127866e-16
794.0,2.4135624354321927e-16
796.0,2.410024582767657e-16
798.0,2.3927594740706336e-16
800.0,2.3709476679580266e-16
802.0,2.342799184378654e-16
804.0,2.3155134144976994e-16
806.0,2.30033363414964e-16
808.0,2.2907585901227325e-16
810.0,2.287548478643496e-16
812.0,2.289320884059681e-16
814.0,2.2827902960795483e-16
816.0,2.2832959752586244e-16
818.0,2.2709921930956303e-16
820.0,2.2568871735527046e-16
822.0,2.2340674583006667e-16
824.0,2.2124438639866428e-16
826.0,2.1997612482887601e-16
828.0,2.1912413597870047e-16
830.0,2.1860504968938135e-16
832.0,2.1849724720920682e-16
834.0,2.1788329733070066e-16
836.0,2.1709643503439144e-16
838.0,2.164040891704336e-16
840.0,2.1428336821945124e-16
842.0,2.1199779686113976e-16
844.0,2.0844150357378668e-16
846.0,2.0660186734774788e-16
848.0,2.0509580177946785e-16
850.0,2.0427469740446626e-16
852.0,2.03324937317018e-16
854.0,2.0324492761086698e-16
856.0,2.0328214304148887e-16
858.0,2.0351805658332478e-16
860.0,2.028871713148926e-16
862.0,2.0157499600111508e-16
864.0,2.0026307922855644e-16
866.0,1.9875072557628707e-16
868.0,1.9850031644537142e-16
870.0,1.9629119629590195e-16
872.0,1.963241009903678e-16
874.0,1.9598359496315916e-16
876.0,1.9651279811311934e-16
878.0,1.9732272034944534e-16
880.0,1.9916555010140753e-16
882.0,1.9946142214365216e-16
884.0,1.9913532933451395e-16
886.0,1.9791827850027613e-16
888.0,1.9648954932570396e-16
890.0,1.9510060758646112e-16
892.0,1.932647460108568e-16
894.0,1.9149188983959797e-16
896.0,1.9100775378552522e-16
898.0,1.9016520600414202e-16
900.0,1.9024004433554079e-16
902.0,1.905897242793066e-16
904.0,1.90297346003655e-16
906.0,1.8962656311198748e-16
908.0,1.8959805591786823e-16
910.0,1.8776252321623392e-16
912.0,1.8570765181058538e-16
914.0,1.8373057623307686e-16
916.0,1.818139456305373e-16
918.0,1.7875188435686663e-16
920.0,1.7708583756838783e-16
922.0,1.772894078898876e-16
924.0,1.7641316106521788e-16
926.0,1.7625572362098447e-16
928.0,1.7783636431373567e-16
930.0,1.7832959585445395e-16
932.0,1.7843517788821438e-16
934.0,1.7871837550324844e-16
936.0,1.7823323668315341e-16
938.0,1.772764833857882e-16
940.0,1.747620136919688e-16
942.0,1.7186533196213222e-16
944.0,1.7087879942110273e-16
946.0,1.6752574634519577e-16
948.0,1.6534653742047466e-16
950.0,1.6566704460093166e-16
952.0,1.6437696558955074e-16
954.0,1.6477983211754354e-16
956.0,1.6696621358669107e-16
958.0,1.681361269167749e-16
960.0,1.6967747787207346e-16
962.0,1.7082771107827637e-16
964.0,1.7174789975900057e-16
966.0,1.6998578211054075e-16
968.0,1.6859931311109218e-16
970.0,1.6692586439725028e-16
972.0,1.622444588861874e-16
974.0,1.5997291863246792e-16
976.0,1.5670884822377374e-16
978.0,1.524974327069504e-16
980.0,1.5233898970911046e-16
982.0,1.4988976388665368e-16
984.0,1.5060992175326556e-16
986.0,1.5183574291408312e-16
988.0,1.5230384208667968e-16
990.0,1.5639364575650102e-16
992.0,1.572829601116064e-16
994.0,1.6007352924072758e-16
996.0,1.6174325305120122e-16
998.0,1.6064798689237032e-16
1000.0,1.5982363413387427e-16
1002.0,1.569684950971956e-16
1004.0,1.5218759403583761e-16
1006.0,1.4889567925274347e-16
1008.0,1.4304766531911416e-16
1010.0,1.3974554649575166e-16
1012.0,1.3862261817058228e-16
1014.0,1.3729249295672818e-16
1016.0,1.4261660556641441e-16
1018.0,1.4666107861663072e-16
1020.0,1.578859306322969e-16
